file_name	start_time	end_time	vocal_type	quality	saved_clip_name	comments
805847067.170923095358	04:08.50	04:09.28	Moan	G	805847067.170923095358_040850_040928_MO	Ascending moan
805847067.170923095358	04:09.28	04:12.15	Growl	G	805847067.170923095358_040928_041215_GL	Gurgle
805847067.170923095358	04:14.08	04:14.36	Whoop	G	805847067.170923095358_041408_041436_WH	
805847067.170923095358	04:15.73	04:18.39	Moan	G	805847067.170923095358_041573_041839_MO	
805847067.170923095358	28:47.34	28:48.15	Moan	G	805847067.170923095358_284734_284815_MO	Ascending moan
805847067.170923095358	28:48.24	28:52.52	Rumble	G	805847067.170923095358_284824_285252_RU	
805847067.170923095358	28:52.67	28:53.39	Moan	G	805847067.170923095358_285267_285339_MO	
805847067.170923095358	28:53.43	28:56.18	Rumble	G	805847067.170923095358_285343_285618_RU	
805847067.170923095358	38:47.66	38:51.37	Rumble	F	805847067.170923095358_384766_385137_RU	Not listed in original database
805847067.170923095358	52:29.42	52:29.86	Moan	G	805847067.170923095358_522942_522986_MO	Not listed in original database
805847067.170923095358	52:29.92	52:34.25	Rumble	G	805847067.170923095358_522992_523425_RU	Not listed in original database
805847067.170923095358	52:34.78	52:35.45	Moan	G	805847067.170923095358_523478_523545_MO	Not listed in original database
805847067.170923095358	52:35.46	52:40.90	Rumble	G	805847067.170923095358_523546_524090_RU	Not listed in original database
805847067.170923095358	52:44.18	52:48.00	Rumble	G	805847067.170923095358_524418_524800_RU	Not listed in original database
805847067.170923095358	53:19.30	53:22.02	Rumble	F	805847067.170923095358_531930_532202_RU	Not listed in original database
805847067.170923095358	53:33.22	53:36.87	Rumble	F	805847067.170923095358_533322_533687_RU	Not listed in original database
805847067.170923095358	53:54.30	53:54.81	Moan	F	805847067.170923095358_535430_535481_MO	Not listed in original database
805847067.170923095358	53:55.38	53:58.29	Rumble	F	805847067.170923095358_535538_535829_RU	Not listed in original database
805847067.170923095358	53:59.70	54:00.20	Moan	F	805847067.170923095358_535970_540020_MO	Not listed in original database
805847067.170923095358	54:00.30	54:03.54	Rumble	F	805847067.170923095358_540030_540354_RU	Not listed in original database
805847067.170923095358	54:09.41	54:09.98	Moan	F	805847067.170923095358_540941_540998_MO	Not listed in original database
805847067.170923095358	54:10.10	54:13.01	Rumble	F	805847067.170923095358_541010_541301_RU	Not listed in original database
805847067.170923095358	54:14.02	54:14.55	Moan	F	805847067.170923095358_541402_541455_MO	Not listed in original database
805847067.170923095358	54:14.73	54:19.05	Rumble	F	805847067.170923095358_541473_541905_RU	Not listed in original database
805847067.170923095358	54:26.55	54:27.06	Moan	B	805847067.170923095358_542655_542706_MO	Not listed in original database
805847067.170923095358	54:27.53	54:30.88	Rumble	P	805847067.170923095358_542753_543088_RU	Not listed in original database
805847067.170923095358	54:32.34	54:35.14	Rumble	P	805847067.170923095358_543234_543514_RU	Not listed in original database
805847067.170923095358	55:39.63	55:43.57	Rumble	B	805847067.170923095358_553963_554357_RU	Not listed in original database
805847067.170923095358	56:12.40	56:13.84	Moan	F	805847067.170923095358_561240_561384_MO	Not listed in original database
